id,filename,rel_path,phonemes,error
71030,71030.mp3,audios\71030.mp3,h# ix n oy ax bcl b ah v q ix n ah gcl g iy en v eh dcl en w uh dx ax m aa g w ih n s tcl t ix gcl g aa n pcl p hh eh s eh tcl t ah v eh dcl en pau q ow n z ix sh q ix m aa v ay tcl t aa n v ay tcl t ax f ax bcl b ay ix tcl en h#,
71096,71096.mp3,audios\71096.mp3,h# ih sh m ah kcl k ah m l iy v s n eh n hv ae m pcl p s tcl t pau m ay ey l ah l bcl b aa dx l ax sh uh dcl b ao n tcl t q ux s tcl t epi w ax dcl d epi w ah dx ix z f ux n tcl t s ix q eh s en k iy pcl p t h#,
71253,71253.mp3,audios\71253.mp3,h# h# h# ah n ix sh aa r dcl ah z ix sh f ih n ah pau ax s tcl ix dcl g ih s z eh dx ih tcl ch ah v tcl ux bcl ix tcl ix ng k l iy m ah v ax n dcl d ix dcl d eh n pau q ah v ih s ix sh r n ah z dcl jh q ah n w ao ah en z q dcl d eh n pau ih d iy ix aa ih q eh z epi m ah n iy sh dcl d ah z s pau d iy iy dcl d ix z eh ix tcl ch ah v tcl d ah tcl s hh ow m ao bcl b iy n ax m ah s ax g ih pcl t pau ah q ao t pau d iy q ax pau d eh gcl g ix dcl d ay ng gcl g uh q ay z ow dcl d ix dcl g ix dcl ah n q m ix n pau ix n dcl d ih gcl ix z ah sh ah v pau q ix b ah dx iy ng g l iy m ah v ax n ih dcl d iy z eh n d ah v ax ay tcl t k ix f eh sh ah tcl dh ey z epi m ay n m ax n pau f ix n ix tcl z ow f iy ah bcl q ao f iy d ah sh bcl b uh sh ix sh ix n f m ah s uw ah n pau ao en dcl d q ah pau n y pau d n ix sh dcl dh ax v ah q ao s ax s dh iy pau d ah z dcl d iy iy dcl g ix z eh tcl ch ah v pau ah q ay n ow q ay n ax m ay n ax n hv ah s ah n ah n ix sh dcl ah bcl b ax s dh ax q ax s q ah pcl kcl k ax-h dcl d eh kcl dh ix s f ah pau f ao n ix ng gcl g l ao bcl q ah ah pau d ah s d ah z ax z q ah dx ix z en sh bcl b ih n dcl d ax ix z bcl b ih s ax n gcl g l ao en d ax ah s dh ah s pau q n iy n iy ng y ah n sh ao tcl t el k ah tcl d ah s tcl t ao f ax ix tcl d pau ih s q aa ix s ah bcl b ah ix tcl pau en pau v ah s f iy n ix q ix s d iy ng k dcl d ix z eh sh ax v tcl t ax-h bcl b ix kcl k l iy m ax v ah n d ax pau y aa s dh hv ah ix z ix z ix ng k ah m pcl p l eh kcl s ix s tcl t iy m ay sh dcl d ey ng m ah dx ax z dcl d ih ng t ax n ix s epi m aa q ay dh ax hh h#,
71254,71254.mp3,audios\71254.mp3,h# m ay n iy v ix ng z gcl g ix tcl t hh iy ng kcl k ix z pau m ix n ah v ah q ay s hh ah pau g ah tcl s ah m w ah nx ax z epi m ix n ax ay v ah z ax pau zh bcl b ao dx ix ay s pau q ax m ix kcl k w ax n z ax uh sh epi m n ix sh ix tcl z ax pau w ah n kcl k w ah n z ax ax tcl t iy ng kcl q ah q hh m ih tcl ch bcl b ao dx d ix ix zh bcl b ay z q ah n ix q ix pau ah q ah s ax n ix gcl w uh n ah tcl z ax ax pau q ax b ah v ah s ah q ix s ax q ax m pau pau q ow pau w ax m ay y eh tcl s ah tcl t ax dcl d ax z hh ah dcl d y eh kcl k ay n y ix sh epi m ay kcl k eh q ah n z ih sh pau q iy ix q ow m n ay y ux bcl b iy ng z gcl g ix dcl t iy ng kcl k ix z w ah s ah pau h#,
71255,71255.mp3,audios\71255.mp3,h# h# h# ah m ix sh ay gcl b ix hv ix z tcl t y ih q ix ax m ay s pau en aa gcl g ax n ax uh m pau dh ah z ax z kcl k aa n epi m ix bcl b w ax tcl n ix sh m ax kcl k ay ix tcl t iy ow v pau g ay zh y ax en v ay z ax pau ax tcl jh ux ix sh aa aa n pau pau m pau d uh s ay n ax pau iy v en z q ax f aa ax g eh n g ix sh m aa m ix ah m ix tcl t pau k aa tcl s en hv ah en en g ih m t ih aa y uw m tcl t y ah n en pau sh en ch kcl k ah n iy n sh en z ax v ah z q ax b ah s ah s ax-h z m eh n ch sh dh ax hh dcl d pau ix m pau d ih n iy ax n ax gcl g ey v el ng z ax z ax hv ao z ax hv aa en pau ax n aa gcl g ah pau ah pau ih ng b iy n bcl b eh s ah z f ax hv ih tcl en z q ah z ix z epi m ix tcl t ay n ax q aa el pau ah pau hv q hv ah ah uw v en en dcl g ix ah f epi en k ay nx ah pau q ah q ah ax z ah z en en t y ah n ah epi m ey kcl s ow dcl jh ix sh ax ax tcl t ix v ax n ow dx ax hh iy ah pcl eh tcl t y ix el bcl ih dcl ch ay n ax pau pau ah m d aa kcl k s ax f ow kcl k s kcl k ay n ax q n el pau q ah v ah pau m ux v tcl t uw s z ay ax z ah m pau q ah z ax pau b r ix dx ix sh aa ng y ah h#,
71256,71256.mp3,audios\71256.mp3,h# h# pau ay z ax ax s ah pau pau n ah tcl t uw el kcl k ax m iy z eh z ax d ah s epi m ah n pau z eh l ah sh ay n z tcl t iy pau v ey aa m ah hv ax n ao n ah tcl t ax bcl b ax f w ah tcl t s uh kcl d eh n en pau ah m pau ah n k ah n ax ao z kcl g iy n ax z s ah f tcl t iy tcl s ay p el m ax z ix sh ax sh ix n jh ix f tcl t ax s pau pau m ix tcl t ax-h oy n q en pau hh ao s ah ah pcl t ax-h s aa z ax z tcl t v f tcl ax m ax ax s ax-h s z ax s m ax z eh sh uw ix n ao n d pau pau aa m f ax n d ax q ah v ix dcl jh s ay en d iy y aa ax z s ay tcl en pau d iy v aa m iy ax s s ay tcl en p uw l iy n pau q aa z ax m ay tcl en ax tcl uh ix sh pau ao pau b ix z ix n hv aw bcl s epi n ax ay n pau z ih n tcl t z ih n d el kcl k ux k m ey n iy pau v ux dx ah v v ih n tcl t ah m uw gcl en n ah bcl b ah pau n iy sh pau ah pau ix pau pau pau n iy sh ix m q ay ih tcl t aa gcl g hh hh ih hh ih hh ix m q oy ah pcl p ux l ey ch sh ao n h#,
71257,71257.mp3,audios\71257.mp3,h# ah m ax z ih sh m q ay dcl t ah kcl t uw n d iy q en v eh dcl s ax sh uh dcl s n ah s n tcl pau ax n s ih m pcl p ax z ah v ix pau q ax pau v ix n iy m ay v s pau ax m ih en v ih sh epi en pau m ah ix ix dcl t epi tcl t ux sh ax q q ah q aa q ah bcl f ay ax v f ao n f ao n en q ah bcl g ah z ax iy ix tcl en q ax z ah v n ax ax z ao z ix n d ix n ah tcl t uw v eh v en pau ix sh ix q ah bcl b ax hv ah ix q eh s ax ux oy tcl en dcl d iy pau v eh n z iy ax ax m pcl p aa gcl g ax ax n z iy bcl b ax s z iy q eh n iy ao n ah q q ax q v ax ax n m ux bcl b iy sh f iy ux l uw q ax f ax tcl t ay ix dcl z iy n pau q ah ix dcl t ax-h bcl b ix dcl d ah m zh bcl b iy n ah z q ao f tcl s ax ax hv ih b ah pau ix pau q ah bcl b ax z ax tcl t w uh q ax bcl b ax n ix hh ix k m iy s ix q aa v ah aa ax z kcl k m f ao ax z s epi ih m ax z ax n ax k ay v tcl s ah n ah bcl b v f epi en ax q ao s ih n q ax pau d ix n q ax v z n ax ax ix d iy pau eh n sh en d ah v ah z ix n ix sh eh ax q g ix dh ah z ax z ix n q ax bcl ao ix m ah q ah bcl ax v ax hv ah n en s ax z ay dcl z q ax v pau dh ix z ah m pcl p l ay n jh k ay tcl en pau ao tcl t ix q v ah z ix sh pau pau hh aa bcl z ih sh en en ax tcl t ax-h w uh q ao n d iy q ax m ax dcl ax sh uh dcl s ix ah m pau hh ah z pcl p ix kcl t iy ix dcl dh iy q el v ax ix tcl t ix sh ah ax m iy ix dcl d iy en n ah tcl t ax-h w ah q ah n en ix ix q n pau b ix n f ah s iy n y ix tcl f ah n f ax n ah tcl t w f l ay en s en ah n z ah sh en dcl d ix n pau ax q ay sh kcl k ah pcl p l ax z ix z d ax s tcl t iy kcl s ah m sh ao tcl s q f ix n ay bcl b ay y ix h#,
71258,71258.mp3,audios\71258.mp3,h# h# h# ow w aw pau aa m v iy f iy l dcl d s hh ay ix dcl d ax-h pau hh ah s tcl uw hh ix hh pau pau ix pau n ay m pau eh pau pau q v ih kcl k sh kcl k eh dx ix z s kcl k ih pcl t pau d ix z kcl k ix pcl s ax v ah s f ix m ix m ay m dcl d iy m dcl d ix pcl d ix s pau n ix pau d iy ix n dcl d iy bcl n ix ng kcl s f ax pau pau aa f ey m s pau q ay ax n q ix n pau v aa n z ix n z tcl t ao dx ax s q ah n pau m iy dcl y ax m q ah n dcl d ax q ah m pau ih z kcl k ix pcl f iy ih ix z kcl k ix pcl t ux ix z eh z eh z eh f iy dx ix f ix m ix dcl d ix m jh q ao f ax sh iy n ix n q iy v n ax n q ax bcl b uh w iy n ax n dcl d ix sh v ix dcl d iy en n ix m ah z pau g iy gcl n ax n d ah q ow f ey sh epi n ax n ax dx ax bcl b ix tcl en n ah dh ah m eh s en pau pau w ay l z ix q ah l ah f iy ax q aa dcl el v ay z ax-h kcl k ao z aa tcl t ax-h s en h#,
71259,71259.mp3,audios\71259.mp3,h# y aa zh kcl k ao f ax gcl g eh q n aa pau s f aa pau q aa dx ax s pau hv ih pau hv hh ah z iy zh r ix tcl ch ix z kcl k eh n pau f ih sh kcl k uh q ah m dh s uw t uw pcl p ax ay q en oy dcl d ax z q eh z epi pau q aa bcl b ah r ao m pau p el bcl b iy ah q ay dx ax z pau g ae n m aa q z eh n en tcl t ao r ix z ax tcl s eh pcl d ah q z ah l ah q ix sh ix q ix ng b ih zh ix dcl s uw tcl t aa q n aa pcl p uh sh d ey ng kcl k aw q aa dcl d ah s z epi m aa sh eh tcl s pau m aa sh dcl d ax s h#,
71260,71260.mp3,audios\71260.mp3,h# h# q ah q ix m ix n s pcl ih sh en ah ix kcl k ao m n ax sh bcl b ao tcl d pau ah pau v ah n ix bcl b ax ax pcl dh ax ah tcl f ah n tcl pau q aa v ah sh ax v bcl l ay n ix tcl s ay dcl l ay tcl t ix dcl d ix dcl iy kcl k pau ax q ah n t pau g eh hv eh tcl t ix tcl t uw n m ax pau ah n t q iy pau m aa kcl t iy z ah pau z bcl b ao dx ah tcl k ix ey tcl t uw ah n pau ao n ax pau n ah tcl t ux sh ax v ax s b ax s ix en y ix l ah s ix iy kcl g ix ah m pau ix m ah n ax s eh gcl g ah n ah q ao n dcl d q ah pau m iy ax ah v ah s z ix sh dh ah ah n pau aa tcl pau pau ax pau k ah bcl b n pau k ix ey tcl ch uw ah n en pau q ix s pau ix s ah z ix z ix s ax-h w ah q ix z ih z q ay m ax q ah v ah n z ix n z kcl k ah n s eh ah z ax v ax m ah dh ah z ao f ah tcl t q ao n dcl d eh q ah ix g eh n ax ah dcl d iy q ah pau dh iy z ay n ix m ah n ix tcl n ix m pcl p v ah n ax z tcl t ey n iy ng z hh ay ix tcl t ow ng q aa pau m ow s kcl k l ax q ao v bcl b ao el kcl k dcl t ix n ix y uw d ix s ax s eh q f uh dcl d ah n tcl t pau q ah k eh ix tcl t uw w n ax s q ah n ax pau v aa n z ix n iy b ah q ih n tcl t ao ax ax n dcl d ax n tcl t pau ax v aa s iy n ix n ix sh bcl ao dh ax h#,
